Name,GID,Team,Modified,Members
P001461 University of North Western - St. Paul : UNW Web Retainer,1202521139475872,Gravity MPLS,2024-01-12T15:25:10.564Z,"[{'gid': '1202125468462442', 'resource_type': 'user'}, {'gid': '1202342087773978', 'resource_type': 'user'}, {'gid': '1201639845710973', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1201479337859149', 'resource_type': 'user'}, {'gid': '1201611500801253', 'resource_type': 'user'}, {'gid': '1201413415538595', 'resource_type': 'user'}, {'gid': '1201622169611191', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1205139344486175', 'resource_type': 'user'}]"
[DEV] P000210 North Western Media,1203154878624971,Gravity MPLS,2024-01-12T15:25:01.102Z,"[{'gid': '1201413415538595', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201413415538603', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201479337859149', 'resource_type': 'user'}, {'gid': '1201622169611191', 'resource_type': 'user'}]"
[DEV] P001461 University of North Western,1203026597325239,Gravity MPLS,2024-01-12T15:24:58.531Z,"[{'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201413415538595', 'resource_type': 'user'}, {'gid': '1201622169611191', 'resource_type': 'user'}, {'gid': '1201413415538603', 'resource_type': 'user'}]"
P000210 North Western Media : NWM Web Retainer,1202521139475902,Gravity MPLS,2024-01-12T15:25:29.077Z,"[{'gid': '1202342087773978', 'resource_type': 'user'}, {'gid': '1201639845710973', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1202125468462442', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201479337859149', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1202585901533469', 'resource_type': 'user'}, {'gid': '1201413415538595', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201966543370818', 'resource_type': 'user'}]"
P000238 MPLS Small Projects,1202907084544730,Gravity MPLS,2023-12-05T03:12:52.688Z,"[{'gid': '1202125468462442', 'resource_type': 'user'}]"
P000211 Sonex Health : Sonex Web Retainer,1202521139475912,Gravity MPLS,2023-08-01T01:42:44.008Z,"[{'gid': '1202125468462442', 'resource_type': 'user'}, {'gid': '1202342087773978', 'resource_type': 'user'}, {'gid': '1201639845710973', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201479337859149', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1202942584784352', 'resource_type': 'user'}]"
P000212 Dockzilla : Dockzilla Sales Tool,1202521139475920,Gravity MPLS,2023-08-01T01:42:43.954Z,"[{'gid': '1202342087773978', 'resource_type': 'user'}, {'gid': '1201639845710973', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1202125468462442', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201479337859149', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1202942584784352', 'resource_type': 'user'}]"
P000213 Ameriprise : Ameriprise Credit Card Tool,1202521139475928,Gravity MPLS,2023-08-01T01:42:43.888Z,"[{'gid': '1202125468462442', 'resource_type': 'user'}, {'gid': '1202342087773978', 'resource_type': 'user'}, {'gid': '1201639845710973', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201479337859149', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1202942584784352', 'resource_type': 'user'}]"
P000219 Kerry : Kerry Wellmune and BC30 Web Retainer,1202521139475936,Gravity MPLS,2023-08-01T01:42:43.837Z,"[{'gid': '1201639845710973', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1202342087773978', 'resource_type': 'user'}, {'gid': '1202125468462442', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201479337859149', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1202585901533469', 'resource_type': 'user'}, {'gid': '1202119720184074', 'resource_type': 'user'}, {'gid': '1205139344486175', 'resource_type': 'user'}, {'gid': '1202942584784352', 'resource_type': 'user'}]"
[Dev] P000205 - Shopify ADA Fix,1202536345732577,VN Dev Team,2023-11-07T07:12:14.096Z,"[{'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201413415538603', 'resource_type': 'user'}, {'gid': '1201413415538593', 'resource_type': 'user'}]"
Example - WP Website Development,1202537035687925,VN Dev Team,2023-08-03T07:52:55.747Z,"[{'gid': '1201415151146491', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}]"
P000218 Kerry : Kerry Biosearch Web Retainer,1202540527828300,Gravity MPLS,2023-07-25T20:03:03.246Z,"[{'gid': '1202125468462442', 'resource_type': 'user'}, {'gid': '1202342087773978', 'resource_type': 'user'}, {'gid': '1201639845710973', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201479337859149', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1202585901533469', 'resource_type': 'user'}]"
[DEV - P000876] Advanced Energy,1202543242623018,VN Dev Team,2024-01-12T15:24:53.718Z,"[{'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201415151146491', 'resource_type': 'user'}, {'gid': '1201419835618228', 'resource_type': 'user'}, {'gid': '1202134229139336', 'resource_type': 'user'}]"
[P001009] - Dev Bestway,1202544660112014,VN Dev Team,2024-01-12T15:24:55.574Z,"[{'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1202536515246475', 'resource_type': 'user'}]"
[DEV] 7Miles Global Web Updates,1202545098088347,VN Dev Team,2024-01-12T15:25:34.097Z,"[{'gid': '1201392040379430', 'resource_type': 'user'}]"
[DEV P000496] VIOC Single Use Code WP,1202557862912452,Valvoline VIOC,2024-01-12T15:25:34.210Z,"[{'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1201413415538593', 'resource_type': 'user'}, {'gid': '1202536515246475', 'resource_type': 'user'}, {'gid': '1201413415538595', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}]"
[DEV] P000192 Ergomotion Summer Market,1202564586808369,VN Dev Team,2024-01-12T15:24:52.389Z,"[{'gid': '1201413415538595', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1202536515246475', 'resource_type': 'user'}, {'gid': '1201622169611191', 'resource_type': 'user'}]"
[DEV] P000192 Ergomotion Email,1202564787950600,VN Dev Team,2024-01-12T15:25:28.815Z,"[{'gid': '1201622169611191', 'resource_type': 'user'}, {'gid': '1202536515246475', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}]"
Sprint Social Media Project Template,1202562946596100,Z-DELETE Test,2023-05-27T21:36:27.510Z,"[{'gid': '1201314726380739', 'resource_type': 'user'}, {'gid': '1200170631438159', 'resource_type': 'user'}]"
P000232 - Bosley GA4 Migration,1202570936256797,Bosley,2024-01-12T15:25:16.496Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}, {'gid': '1201355885607272', 'resource_type': 'user'}, {'gid': '1151572975745744', 'resource_type': 'user'}, {'gid': '1201876219696103', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201840747987770', 'resource_type': 'user'}, {'gid': '1202125468462442', 'resource_type': 'user'}, {'gid': '1201622169611191', 'resource_type': 'user'}, {'gid': '1201896607250822', 'resource_type': 'user'}, {'gid': '1203372999122601', 'resource_type': 'user'}, {'gid': '1201602920261772', 'resource_type': 'user'}, {'gid': '1202536515246475', 'resource_type': 'user'}, {'gid': '1201879671482073', 'resource_type': 'user'}]"
[DEV 16346] Ergomotion Website MRO Retainer ,1202571880718064,VN Dev Team,2024-01-12T15:24:52.379Z,"[{'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1202536515246475', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}]"
Netsuite Create,1202572377950120,Z-DELETE Techlead,2023-07-25T20:09:56.697Z,"[{'gid': '1201479337859149', 'resource_type': 'user'}]"
[DEV - P000872] COX,1202580789773508,Cox,2024-01-12T15:24:55.775Z,"[{'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201415151146491', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201419835618228', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1202134229139336', 'resource_type': 'user'}, {'gid': '1201479337859149', 'resource_type': 'user'}]"
177_Alcon_EyeCare Partners B2S Social,1202715820509744,Alcon,2023-07-25T20:02:15.141Z,"[{'gid': '1202414397910976', 'resource_type': 'user'}, {'gid': '1201853457626650', 'resource_type': 'user'}]"
Tract Managed Website Service - P002025,1203535569231211,Tract,2024-01-16T17:17:24.850Z,"[{'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1202134229139336', 'resource_type': 'user'}, {'gid': '1205139344486175', 'resource_type': 'user'}, {'gid': '1202942584784352', 'resource_type': 'user'}, {'gid': '1205138321762305', 'resource_type': 'user'}, {'gid': '1200170631438159', 'resource_type': 'user'}, {'gid': '1201622170349044', 'resource_type': 'user'}]"
TEMPLATE _ FORD TV Production,1202577974705450,Ford,2023-08-08T21:27:52.010Z,"[{'gid': '1201876168709821', 'resource_type': 'user'}, {'gid': '1201853457626650', 'resource_type': 'user'}]"
P000323 Internal Politicize Me Gun Control Website Initiative,1202602186446441,Politicize Me,2023-08-01T14:33:12.482Z,"[{'gid': '1202342087773978', 'resource_type': 'user'}, {'gid': '1202125468462442', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201621784546196', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201966543370818', 'resource_type': 'user'}, {'gid': '1205139226462178', 'resource_type': 'user'}]"
[DEV - 16424] P2energysolutions,1202618766235668,VN Dev Team,2024-01-12T15:25:16.146Z,"[{'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1202536515246475', 'resource_type': 'user'}]"
[Dev] 16515 Bosley Cookie Policy,1202618965564790,Bosley,2024-01-12T15:24:52.533Z,"[{'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201413415538595', 'resource_type': 'user'}, {'gid': '1201622169611191', 'resource_type': 'user'}]"
P2 Energy Managed Hosting - Job P002016,1202623659062677,P2 Energy,2024-01-09T21:03:58.617Z,"[{'gid': '1116203513482350', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201622170349044', 'resource_type': 'user'}, {'gid': '1201415151146491', 'resource_type': 'user'}, {'gid': '1201419835618228', 'resource_type': 'user'}, {'gid': '1205139344486175', 'resource_type': 'user'}, {'gid': '1202942584784352', 'resource_type': 'user'}, {'gid': '1151572975745744', 'resource_type': 'user'}]"
[DEV] Alcon email collections,1202620851601310,VN Dev Team,2024-01-12T15:24:58.283Z,"[{'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}]"
Outrider Retrospective,1202627407047623,VN Dev Team,2023-07-25T20:10:25.030Z,"[{'gid': '1201371484416397', 'resource_type': 'user'}]"
GA4 Test,1202626640071945,Z-DELETE SA Internal,2023-07-25T20:09:31.894Z,"[{'gid': '1151572975745744', 'resource_type': 'user'}]"
[DEV - 16693] P66 Future of Fuel Email ,1202634313649359,VN Dev Team,2024-01-12T15:24:58.311Z,"[{'gid': '1201622169611191', 'resource_type': 'user'}, {'gid': '1202536515246475', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201413415538603', 'resource_type': 'user'}]"
Shoot 42,1202634442028700,VN Dev Team,2024-01-23T09:23:34.604Z,"[{'gid': '1201479337859149', 'resource_type': 'user'}, {'gid': '1202599831317395', 'resource_type': 'user'}, {'gid': '1202942584784352', 'resource_type': 'user'}]"
Santander,1205068541229080,Z-DELETE JJ/Gravity,2023-09-28T12:38:57.734Z,[]
Santander,1205116268933737,Z-DELETE JJ/Gravity,2023-07-25T20:07:51.058Z,[]
Cards - to do,1205061327535513,Z-DELETE JJ/Gravity,2023-09-28T11:34:20.708Z,[]
Cards - to do,1205116338123365,Z-DELETE JJ/Gravity,2023-07-25T20:07:51.091Z,[]
Sage Digital Briefing Template,1205068541218750,Z-DELETE Gravity London,2023-09-28T11:09:04.482Z,[]
Sage Digital Briefing Template,1205116337584913,Z-DELETE Gravity London,2023-07-25T20:07:20.779Z,[]
Internal Dev Projects,1205047162868844,Z-DELETE Gravity London,2023-09-28T12:19:42.392Z,[]
Internal Dev Projects,1205116268952131,Z-DELETE Gravity London,2023-07-25T20:07:20.808Z,[]
D40663_Sage_Small_Master_Q2_KIT5_Pre-roll_videos_UK_MAR2019﻿ - PHASE II,1205068541289080,Z-DELETE Gravity London,2023-09-28T12:58:18.867Z,[]
D40663_Sage_Small_Master_Q2_KIT5_Pre-roll_videos_UK_MAR2019﻿ - PHASE II,1205116268774698,Z-DELETE Gravity London,2023-07-25T20:07:20.830Z,[]
Marie & Emily's VR/AR project,1205061327613366,Z-DELETE Gravity London,2023-09-28T12:19:01.297Z,[]
Marie & Emily's VR/AR project,1205116338123367,Z-DELETE Gravity London,2023-07-25T20:07:20.883Z,[]
D40909_Sage_Medium_Retail_KIT3_solution_july2019,1205061327613368,Z-DELETE Gravity London,2023-09-28T11:53:08.710Z,[]
D40909_Sage_Medium_Retail_KIT3_solution_july2019,1205116338123369,Z-DELETE Gravity London,2023-07-25T20:07:20.900Z,[]
D40819.002_Sage_Small_Q2_LOC_DE_Apr19,1205068541194148,Z-DELETE Gravity London,2023-09-28T11:29:53.701Z,[]
D40819.002_Sage_Small_Q2_LOC_DE_Apr19,1205116338013822,Z-DELETE Gravity London,2023-07-25T20:07:20.922Z,[]
D41101.003_Sage_People_HR&AUTO_LOC_AUS_JUL19,1205061327613370,Z-DELETE Gravity London,2023-09-28T11:58:01.099Z,[]
D41101.003_Sage_People_HR&AUTO_LOC_AUS_JUL19,1205116338123371,Z-DELETE Gravity London,2023-07-25T20:07:20.938Z,[]
D40909_Sage_Medium_ManufacturingGuide_Industry4_Apr19,1205061327518456,Z-DELETE Gravity London,2023-09-28T12:56:34.054Z,[]
D40909_Sage_Medium_ManufacturingGuide_Industry4_Apr19,1205116269072221,Z-DELETE Gravity London,2023-07-25T20:07:20.957Z,[]
Gravity Video Branding,1205068541229084,Z-DELETE Gravity London,2023-09-28T12:25:39.432Z,[]
Gravity Video Branding,1205116268933741,Z-DELETE Gravity London,2023-07-25T20:07:20.976Z,[]
Santander Card Design Project,1205068541229086,Z-DELETE Gravity London,2023-09-28T11:44:43.827Z,[]
Santander Card Design Project,1205116268933743,Z-DELETE Gravity London,2023-07-25T20:07:21.000Z,[]
Product Project Plan,1205068541229088,Z-DELETE Gravity London,2023-09-28T11:39:36.666Z,[]
Product Project Plan,1205116268933745,Z-DELETE Gravity London,2023-07-25T20:07:21.024Z,[]
3. New requests,1205061327518470,Z-DELETE Gravity London,2023-09-28T21:07:13.876Z,[]
3. New requests,1205116269072237,Z-DELETE Gravity London,2023-07-25T20:07:21.045Z,"[{'gid': '1179737195878159', 'resource_type': 'user'}]"
i41352 - Gravity XMAS 2019,1205068541289098,Z-DELETE Gravity London,2023-09-28T11:29:53.761Z,[]
i41352 - Gravity XMAS 2019,1205116268774718,Z-DELETE Gravity London,2023-07-25T20:07:21.144Z,[]
i41351 - Gravity New Website,1205068541289100,Z-DELETE Gravity London,2023-09-28T12:16:38.395Z,[]
i41351 - Gravity New Website,1205116268774720,Z-DELETE Gravity London,2023-07-25T20:07:21.265Z,[]
Boeing Brasil Commercial - Website Launch project,1205068541314338,Z-DELETE Gravity London,2023-09-28T11:29:53.824Z,[]
