Name,GID,Team,Modified,Members
P0000655 - AkzoNobel - Securshield,1206264058499958,AkzoNobel Packaging Metal Coating,2024-01-31T09:37:22.622Z,"[{'gid': '1205398415667975', 'resource_type': 'user'}]"
P0002611 - Believ - B2G Insight report,1206264058499977,Believ,2024-02-16T09:27:44.564Z,"[{'gid': '1205398415667975', 'resource_type': 'user'}, {'gid': '1205918433516149', 'resource_type': 'user'}]"
Believ - Winter Warmer Campaign,1206264059492386,Believ,2024-01-23T09:31:12.459Z,"[{'gid': '1205398415667975', 'resource_type': 'user'}, {'gid': '1205918433516149', 'resource_type': 'user'}]"
P0002820 - Neste - Website copy refresh,1206264059492398,Neste MY Renewable Diesel,2024-02-09T09:34:35.271Z,"[{'gid': '1205398415667975', 'resource_type': 'user'}]"
Shar's Projects,1206276112592444,(US) HR,2024-02-15T17:22:31.736Z,"[{'gid': '1204554668151921', 'resource_type': 'user'}]"
35th Anniversary Logo,1206270427611823,Bedel,2024-01-17T18:40:49.626Z,"[{'gid': '1202766442031252', 'resource_type': 'user'}]"
BSC - Jan to Mar '24 [24806],1206278619667110,British Safety Council,2024-02-15T16:48:57.348Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1206139977925293', 'resource_type': 'user'}, {'gid': '1203516886808859', 'resource_type': 'user'}, {'gid': '1205221682239215', 'resource_type': 'user'}, {'gid': '1205984760987237', 'resource_type': 'user'}, {'gid': '1200596083580481', 'resource_type': 'user'}, {'gid': '1206111472776838', 'resource_type': 'user'}, {'gid': '1206111472776840', 'resource_type': 'user'}, {'gid': '1202064676163299', 'resource_type': 'user'}, {'gid': '1204166501186693', 'resource_type': 'user'}, {'gid': '1204587089084513', 'resource_type': 'user'}, {'gid': '1205967543032746', 'resource_type': 'user'}, {'gid': '1204006079009165', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1206058169414592', 'resource_type': 'user'}, {'gid': '1206311148294090', 'resource_type': 'user'}, {'gid': '1206139908588160', 'resource_type': 'user'}, {'gid': '1202942584784352', 'resource_type': 'user'}, {'gid': '1206534485975394', 'resource_type': 'user'}]"
IDSystems - Jan to Mar '24 [] cancelled,1206279248069157,IDSystems,2024-02-02T09:54:28.038Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1203516886808859', 'resource_type': 'user'}, {'gid': '1205221682239215', 'resource_type': 'user'}, {'gid': '1206111472776840', 'resource_type': 'user'}, {'gid': '1205967543032746', 'resource_type': 'user'}, {'gid': '1205984760264410', 'resource_type': 'user'}, {'gid': '1204006079009165', 'resource_type': 'user'}, {'gid': '1205984760987237', 'resource_type': 'user'}, {'gid': '1204166501186693', 'resource_type': 'user'}, {'gid': '1204587089084513', 'resource_type': 'user'}, {'gid': '1206058169414592', 'resource_type': 'user'}, {'gid': '1206311148294090', 'resource_type': 'user'}, {'gid': '1202942584784352', 'resource_type': 'user'}]"
Sunflex - Jan to Mar '24 [] cancelled,1206279248069231,IDSystems,2024-02-02T09:54:28.036Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1205984760264410', 'resource_type': 'user'}, {'gid': '1206111472776840', 'resource_type': 'user'}, {'gid': '1205967543032746', 'resource_type': 'user'}, {'gid': '1204006079009165', 'resource_type': 'user'}, {'gid': '1205984760987237', 'resource_type': 'user'}, {'gid': '1204166501186693', 'resource_type': 'user'}, {'gid': '1204587089084513', 'resource_type': 'user'}, {'gid': '1204059758930082', 'resource_type': 'user'}, {'gid': '1206058169414592', 'resource_type': 'user'}, {'gid': '1206311148294090', 'resource_type': 'user'}, {'gid': '1206139908588160', 'resource_type': 'user'}]"
EDGE Strategy (SEO) - Jan to Mar '24 [24692],1206278461663188,EDGE,2024-02-14T16:34:48.131Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1205878314961974', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1205967543032746', 'resource_type': 'user'}, {'gid': '1206111472776840', 'resource_type': 'user'}, {'gid': '1204006079009165', 'resource_type': 'user'}, {'gid': '1206139908588160', 'resource_type': 'user'}, {'gid': '1205016969510887', 'resource_type': 'user'}, {'gid': '1205984760264410', 'resource_type': 'user'}, {'gid': '1205221682239215', 'resource_type': 'user'}, {'gid': '1206023013686930', 'resource_type': 'user'}, {'gid': '1204225302464535', 'resource_type': 'user'}, {'gid': '1203516886808859', 'resource_type': 'user'}, {'gid': '1206311148294090', 'resource_type': 'user'}, {'gid': '1206139961783919', 'resource_type': 'user'}, {'gid': '1206058169414592', 'resource_type': 'user'}, {'gid': '1205984760987237', 'resource_type': 'user'}, {'gid': '1206508521081522', 'resource_type': 'user'}, {'gid': '1206534485975394', 'resource_type': 'user'}]"
Frutura Subsidiary Logo Updates - Job P001984,1206273777225176,Frutura,2024-02-15T18:50:36.938Z,"[{'gid': '1200170631438159', 'resource_type': 'user'}, {'gid': '1201611500801253', 'resource_type': 'user'}, {'gid': '1203247841650174', 'resource_type': 'user'}]"
EDGE Strategy (Social) - Jan to Mar '24 [24691],1206278464911527,EDGE,2024-02-14T13:28:14.665Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1205878314961974', 'resource_type': 'user'}, {'gid': '1205221682239215', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1206119705880277', 'resource_type': 'user'}, {'gid': '1204225302534205', 'resource_type': 'user'}, {'gid': '1205984760987237', 'resource_type': 'user'}, {'gid': '1206508521081522', 'resource_type': 'user'}]"
P0001070.3-Tobago-Calendar_0f_Events-Jan24,1206279667052769,Tobago Tourism Agency,2024-01-04T16:52:44.959Z,"[{'gid': '1205918436019622', 'resource_type': 'user'}]"
P0001122 - Nikon - Website Support,1206278708001519,Nikon,2024-02-05T10:36:06.313Z,"[{'gid': '1205398415667975', 'resource_type': 'user'}]"
Awards Entries,1206278708001528,Gravity - Internal Projects,2024-02-14T17:32:01.359Z,"[{'gid': '1205398415667975', 'resource_type': 'user'}, {'gid': '1206278708495076', 'resource_type': 'user'}]"
P0001007 - Annual Leave - Oxford,1206278708495136,Gravity - Creative Practice Area,2024-02-06T09:05:07.197Z,"[{'gid': '1205398415667975', 'resource_type': 'user'}]"
P0001013 - Internal - Oxford,1206286188034299,Gravity - Creative Practice Area,2024-01-05T09:31:11.281Z,"[{'gid': '1205398415667975', 'resource_type': 'user'}]"
InTek (OLA project) - Jan '24 [24837],1206286114122909,InTek Freight & Logistics,2024-02-14T14:42:52.649Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1202064676163299', 'resource_type': 'user'}, {'gid': '1206260702686277', 'resource_type': 'user'}, {'gid': '1206111472776838', 'resource_type': 'user'}, {'gid': '1205521148330184', 'resource_type': 'user'}, {'gid': '1206111472776840', 'resource_type': 'user'}, {'gid': '1205221682239215', 'resource_type': 'user'}, {'gid': '1205984760987237', 'resource_type': 'user'}, {'gid': '1206058169414592', 'resource_type': 'user'}, {'gid': '1206311148294090', 'resource_type': 'user'}]"
P0002447 ECA | E175,1206286183634715,Embraer Commercial,2024-02-07T15:35:24.158Z,"[{'gid': '1205918523248784', 'resource_type': 'user'}, {'gid': '1205918528866562', 'resource_type': 'user'}, {'gid': '1205918670884155', 'resource_type': 'user'}]"
Vistar ESG Initiative Strategy Development - P002001,1206281439560448,Vistar,2024-01-24T20:35:25.799Z,"[{'gid': '1201622170349044', 'resource_type': 'user'}, {'gid': '1205138321762305', 'resource_type': 'user'}, {'gid': '1201611500801253', 'resource_type': 'user'}, {'gid': '1201347774970465', 'resource_type': 'user'}, {'gid': '1201347774970467', 'resource_type': 'user'}, {'gid': '1200170631438159', 'resource_type': 'user'}]"
2002 Ford January Unidos TV tagging,1206290871568702,Ford,2024-01-09T18:24:15.600Z,"[{'gid': '1205720756575634', 'resource_type': 'user'}, {'gid': '1201853457626650', 'resource_type': 'user'}, {'gid': '1201876168709821', 'resource_type': 'user'}]"
P002000 - M - Orthene Halo Digital Banner Ad ,1206290561018839,Orthene,2024-02-15T21:07:20.916Z,"[{'gid': '1206071910195376', 'resource_type': 'user'}, {'gid': '1202192593999036', 'resource_type': 'user'}, {'gid': '1201995632674043', 'resource_type': 'user'}, {'gid': '1205594411512465', 'resource_type': 'user'}]"
Nvidia (DGX Boston Server & Storage) - Jan to Feb '24 [21422],1206297663342975,NVIDIA,2024-02-16T11:43:57.047Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1206171172309278', 'resource_type': 'user'}, {'gid': '1204166501186693', 'resource_type': 'user'}, {'gid': '1204117586966205', 'resource_type': 'user'}, {'gid': '1204059758930082', 'resource_type': 'user'}, {'gid': '1206599124171777', 'resource_type': 'user'}]"
P0002519 - Bostik - Ultra Gel Render,1206297427591322,Bostik,2024-02-02T09:21:56.010Z,"[{'gid': '1205398415667975', 'resource_type': 'user'}]"
Bikesure ULEZ project - Jan '23 [22272],1206298562806481,Bikesure,2024-02-15T11:35:00.671Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1206023013686930', 'resource_type': 'user'}, {'gid': '1205221682239215', 'resource_type': 'user'}, {'gid': '1205474763211094', 'resource_type': 'user'}, {'gid': '1206058169414592', 'resource_type': 'user'}, {'gid': '1205984760987237', 'resource_type': 'user'}]"
ICIS (dashboard) project - Feb '24 (pending sign-off) [23010],1206298566030904,ICIS,2024-02-08T11:46:15.705Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1204006079009165', 'resource_type': 'user'}, {'gid': '1205967543032746', 'resource_type': 'user'}, {'gid': '1206139908588160', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1202064676163299', 'resource_type': 'user'}, {'gid': '1206534485975394', 'resource_type': 'user'}, {'gid': '1206260702686277', 'resource_type': 'user'}]"
Airbus - FCAS MDCC campaign,1206299975079011,Airbus,2024-02-15T16:24:11.144Z,"[{'gid': '1205918530664446', 'resource_type': 'user'}, {'gid': '1205398415667975', 'resource_type': 'user'}, {'gid': '1206231603739123', 'resource_type': 'user'}]"
Nvidia (DGX Format Sp - Partner) - Jan to Feb '24 [21425],1206299554926640,NVIDIA,2024-01-29T16:18:10.503Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1204059758930082', 'resource_type': 'user'}, {'gid': '1204166501186693', 'resource_type': 'user'}, {'gid': '1204117586966205', 'resource_type': 'user'}]"
Nvidia (DGX MDCS Partner Campaign Q3FY24) - Jan to Feb '24 [21051],1206299560867143,NVIDIA,2024-01-29T16:18:08.893Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1204166501186693', 'resource_type': 'user'}, {'gid': '1204587089084513', 'resource_type': 'user'}, {'gid': '1204117586966205', 'resource_type': 'user'}, {'gid': '1204059758930082', 'resource_type': 'user'}]"
NVIDIA (GTC Spring FY25) - Jan to Feb '24 [22404],1206299560867179,NVIDIA,2024-01-18T17:42:24.794Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1204059758930082', 'resource_type': 'user'}, {'gid': '1204166501186693', 'resource_type': 'user'}, {'gid': '1204587089084513', 'resource_type': 'user'}, {'gid': '1205968537165480', 'resource_type': 'user'}, {'gid': '1204117586966205', 'resource_type': 'user'}]"
Nvidia (Intel MDF DGX Q3FY24) - Jan to Feb '24 [21451],1206299560867221,NVIDIA,2024-01-31T17:16:03.894Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1204166501186693', 'resource_type': 'user'}, {'gid': '1204117586966205', 'resource_type': 'user'}, {'gid': '1204587089084513', 'resource_type': 'user'}, {'gid': '1204059758930082', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}]"
Nvidia (vGPU AECO HRP - Partner) - Jan '24 [21053],1206299560867250,NVIDIA,2024-02-02T11:08:44.661Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1204117586966205', 'resource_type': 'user'}, {'gid': '1204166501186693', 'resource_type': 'user'}, {'gid': '1204587089084513', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1204059758930082', 'resource_type': 'user'}]"
Nvidia (vGPU CSN Groep) - Jan '24 [21428],1206299560867283,NVIDIA,2024-02-02T11:08:38.869Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1204117586966205', 'resource_type': 'user'}, {'gid': '1204587089084513', 'resource_type': 'user'}, {'gid': '1204166501186693', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1204059758930082', 'resource_type': 'user'}]"
2004 - AHA World Stroke Month 2024,1206301541301427,American Heart Association,2024-01-22T22:47:41.849Z,"[{'gid': '1201273468880092', 'resource_type': 'user'}, {'gid': '1204187533059357', 'resource_type': 'user'}]"
ARCELOR MITTAL PITCH,1206302522118235,PITCHES,2024-02-07T09:45:15.786Z,"[{'gid': '1205918530664446', 'resource_type': 'user'}]"
P0000729 - CFM - LEADERS,1206297572372359,CFM International,2024-01-31T18:09:29.225Z,"[{'gid': '1205398415667975', 'resource_type': 'user'}]"
PoGo - Font creation,1206297572372370,SWARCO,2024-01-22T12:03:57.178Z,"[{'gid': '1205398415667975', 'resource_type': 'user'}]"
P0002036 - AkzoNobel - Coil and Extrusion - Whitepaper,1206297572372399,AkzoNobel - Coil & Extrusion,2024-02-08T09:47:13.941Z,"[{'gid': '1205398415667975', 'resource_type': 'user'}]"
P001990 - M - 3M Oncology Campaign,1206304431068009,3M Medical Key Accounts,2024-02-15T20:30:00.657Z,"[{'gid': '1205962746022678', 'resource_type': 'user'}, {'gid': '1205594411512465', 'resource_type': 'user'}, {'gid': '1202192593999036', 'resource_type': 'user'}, {'gid': '1201995632674043', 'resource_type': 'user'}]"
Tobago - Tourism Month,1206297572372408,Tobago Tourism Agency,2024-02-13T09:10:27.073Z,"[{'gid': '1205398415667975', 'resource_type': 'user'}]"
Vari - FY24 Media Buying & Planning - B2B Project - 2024 [24830],1206310646696379,Vari,2024-02-15T11:58:42.405Z,"[{'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1203501724785504', 'resource_type': 'user'}, {'gid': '1205648031715191', 'resource_type': 'user'}, {'gid': '1206139908588160', 'resource_type': 'user'}, {'gid': '1205967543032746', 'resource_type': 'user'}, {'gid': '1204006079009165', 'resource_type': 'user'}, {'gid': '1206171172309278', 'resource_type': 'user'}, {'gid': '1204587089084513', 'resource_type': 'user'}, {'gid': '1204166501186693', 'resource_type': 'user'}, {'gid': '1206599124171777', 'resource_type': 'user'}]"
Vari - FY24 Analytics / Ad Ops Project 2024 [24832],1206310646696384,Vari,2024-02-06T11:43:09.525Z,"[{'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1203501724785504', 'resource_type': 'user'}, {'gid': '1205648031715191', 'resource_type': 'user'}, {'gid': '1206139908588160', 'resource_type': 'user'}, {'gid': '1205967543032746', 'resource_type': 'user'}, {'gid': '1204006079009165', 'resource_type': 'user'}, {'gid': '1206534485975394', 'resource_type': 'user'}]"
Nemours - 2024 Digital Analytics/AdOps [24834],1206310646696393,Nemours,2024-02-15T12:05:48.850Z,"[{'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1206171172309278', 'resource_type': 'user'}, {'gid': '1203501724785513', 'resource_type': 'user'}, {'gid': '1205968537165480', 'resource_type': 'user'}, {'gid': '1202942584784352', 'resource_type': 'user'}, {'gid': '1206112361775375', 'resource_type': 'user'}, {'gid': '1206599124171777', 'resource_type': 'user'}]"
Nemours - 2024 Media Buying and Planning Project [24833],1206310646696398,Nemours,2024-02-15T11:57:48.152Z,"[{'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1205968537165480', 'resource_type': 'user'}, {'gid': '1203501724785513', 'resource_type': 'user'}, {'gid': '1206171172309278', 'resource_type': 'user'}, {'gid': '1206112361775375', 'resource_type': 'user'}, {'gid': '1206599124171777', 'resource_type': 'user'}]"
Bask Bank - Media Retainer - 2024 [ ],1206310646696410,TCB – Bask Bank,2024-02-15T11:57:14.793Z,"[{'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1206112361775373', 'resource_type': 'user'}, {'gid': '1206171169488632', 'resource_type': 'user'}, {'gid': '1205968537165480', 'resource_type': 'user'}, {'gid': '1206171172309278', 'resource_type': 'user'}, {'gid': '1204006079009165', 'resource_type': 'user'}, {'gid': '1206139908588160', 'resource_type': 'user'}, {'gid': '1205967543032746', 'resource_type': 'user'}, {'gid': '1206112361775375', 'resource_type': 'user'}, {'gid': '1206534485975394', 'resource_type': 'user'}, {'gid': '1206599124171777', 'resource_type': 'user'}]"
Bask Bank - FY24 Planning [ ],1206310646696419,TCB – Bask Bank,2024-02-13T14:19:41.626Z,"[{'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1206112361775373', 'resource_type': 'user'}, {'gid': '1206171169488632', 'resource_type': 'user'}, {'gid': '1205968537165480', 'resource_type': 'user'}, {'gid': '1206171172309278', 'resource_type': 'user'}, {'gid': '1203501724785504', 'resource_type': 'user'}, {'gid': '1206112361775375', 'resource_type': 'user'}, {'gid': '1206534485975394', 'resource_type': 'user'}]"
Perry Homes Onboarding - 2024 [ ],1206310646696428,Perry Homes,2024-02-12T11:41:54.679Z,"[{'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1206139908588160', 'resource_type': 'user'}, {'gid': '1205967543032746', 'resource_type': 'user'}, {'gid': '1204006079009165', 'resource_type': 'user'}, {'gid': '1206534485975394', 'resource_type': 'user'}, {'gid': '1200341730789972', 'resource_type': 'user'}]"
BOB Launch,1206312516827028,UK/US  GG HR Team,2024-02-14T14:44:37.355Z,"[{'gid': '1204554668151921', 'resource_type': 'user'}, {'gid': '1206312564430314', 'resource_type': 'user'}, {'gid': '1204554663601881', 'resource_type': 'user'}, {'gid': '1205399240660038', 'resource_type': 'user'}]"
HTPD 2024 Planning Time & Nonbillable Costs - P002042,1206311109270876,HomeTeam,2024-01-09T20:51:30.742Z,"[{'gid': '1201622170349044', 'resource_type': 'user'}]"
Talent Acquisition Team,1206313161153237,(US) HR,2024-02-05T19:56:54.872Z,"[{'gid': '1204874934478701', 'resource_type': 'user'}, {'gid': '1204554668151921', 'resource_type': 'user'}]"
P0000813 Evolution 'Case Studies',1206297590917516,Evolution (ESS),2024-01-18T16:04:11.206Z,"[{'gid': '1206231603739123', 'resource_type': 'user'}]"
P000282 - Debt Register - Explainer Video,1206297590917526,Debt Register,2024-02-06T14:13:40.684Z,"[{'gid': '1206231603739123', 'resource_type': 'user'}]"
Sample Project,1206317950983298,Chris.Bann's First Team,2024-01-10T10:41:17.699Z,"[{'gid': '1206231914348327', 'resource_type': 'user'}]"
CS Brand Video,1206297886376869,Computershare,2024-02-05T14:11:11.875Z,"[{'gid': '1205918523248784', 'resource_type': 'user'}]"
Resource Blocking,1206319973852253,Creative,2024-02-13T22:01:39.995Z,"[{'gid': '1201881980071466', 'resource_type': 'user'}]"
Gravity Senior Leadership Offsite,1206297572372437,Gravity - Internal Projects,2024-02-09T09:47:28.356Z,"[{'gid': '1205398415667975', 'resource_type': 'user'}]"
Digital Experience L10,1206315797734409,Gravity - Digital Practice Area,2024-02-15T15:56:55.819Z,"[{'gid': '1202119720184074', 'resource_type': 'user'}, {'gid': '1205886209096641', 'resource_type': 'user'}, {'gid': '1205521148330184', 'resource_type': 'user'}, {'gid': '1202125468462442', 'resource_type': 'user'}, {'gid': '1206287058397034', 'resource_type': 'user'}, {'gid': '1202342087773978', 'resource_type': 'user'}, {'gid': '1202593657599928', 'resource_type': 'user'}, {'gid': '1201881980071466', 'resource_type': 'user'}]"
P0002976 - evolt charging - Logo Development,1206326587405532,SWARCO,2024-02-15T18:01:42.220Z,"[{'gid': '1205398415667975', 'resource_type': 'user'}, {'gid': '1205918433516149', 'resource_type': 'user'}]"
P0002734 - HiBob,1206326590725359,Gravity - Internal Projects,2024-02-15T16:56:47.812Z,"[{'gid': '1205398415667975', 'resource_type': 'user'}]"
P0001236 - Payoneer - Videos,1206326590725371,Payoneer,2024-02-07T16:01:46.514Z,"[{'gid': '1205398415667975', 'resource_type': 'user'}]"
P0000810 Debt Register BCA,1206327207648041,Debt Register,2024-01-18T10:06:52.594Z,"[{'gid': '1206231603739123', 'resource_type': 'user'}]"
CS Branding,1206326794118152,Computershare,2024-02-15T09:23:39.874Z,"[{'gid': '1205918523248784', 'resource_type': 'user'}, {'gid': '1205918433516149', 'resource_type': 'user'}, {'gid': '1205918530664446', 'resource_type': 'user'}, {'gid': '1206231603739123', 'resource_type': 'user'}]"
Believe - Retainer,1206323924674984,Believ,2024-01-11T17:15:29.385Z,"[{'gid': '1202766442031252', 'resource_type': 'user'}]"
Kalsec CFIA Designs - Job P002057,1206301474564213,Kalsec,2024-02-15T23:55:22.139Z,"[{'gid': '1205138321762305', 'resource_type': 'user'}, {'gid': '1201611500801253', 'resource_type': 'user'}, {'gid': '1200170631438159', 'resource_type': 'user'}]"
2024 Tachus Campaign Support - Job P002071,1206301474564216,Sprint,2024-02-15T17:45:11.599Z,"[{'gid': '1205138321762305', 'resource_type': 'user'}, {'gid': '1201347774970467', 'resource_type': 'user'}, {'gid': '1201611500801253', 'resource_type': 'user'}, {'gid': '1202766340103447', 'resource_type': 'user'}, {'gid': '1205139222448572', 'resource_type': 'user'}, {'gid': '1202593657599921', 'resource_type': 'user'}, {'gid': '1205295816652039', 'resource_type': 'user'}, {'gid': '1205295720253688', 'resource_type': 'user'}, {'gid': '1202766442031252', 'resource_type': 'user'}, {'gid': '1205295822942622', 'resource_type': 'user'}, {'gid': '1202766382141409', 'resource_type': 'user'}, {'gid': '1202737892198890', 'resource_type': 'user'}]"
P002060 MY24 Transalp Dealer Social Kit,1206332224791823,Honda,2024-02-14T23:21:55.608Z,"[{'gid': '1205808945801049', 'resource_type': 'user'}, {'gid': '1201879671482073', 'resource_type': 'user'}, {'gid': '1201602920261772', 'resource_type': 'user'}, {'gid': '1199713442278028', 'resource_type': 'user'}, {'gid': '1201326579002373', 'resource_type': 'user'}, {'gid': '1201273468880094', 'resource_type': 'user'}, {'gid': '1205720756575634', 'resource_type': 'user'}, {'gid': '1201712374604400', 'resource_type': 'user'}, {'gid': '1201840747987772', 'resource_type': 'user'}]"
P001179 Honda Power Equipment - EU2200i Generator Promo Email ,1206332192791674,Honda PE Emails,2024-02-12T20:28:25.026Z,"[{'gid': '1202082193459252', 'resource_type': 'user'}, {'gid': '1203901162757292', 'resource_type': 'user'}, {'gid': '1201881980071466', 'resource_type': 'user'}, {'gid': '1201879671482073', 'resource_type': 'user'}]"
TaxBit - Jan to Mar '24 [] (budget not confirmed),1206337307713274,TaxBit,2024-02-14T17:36:30.354Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1204166501186693', 'resource_type': 'user'}, {'gid': '1204059758930082', 'resource_type': 'user'}, {'gid': '1202064676163299', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1204006079009165', 'resource_type': 'user'}, {'gid': '1206534485975394', 'resource_type': 'user'}, {'gid': '1206311148294090', 'resource_type': 'user'}, {'gid': '1205984760987237', 'resource_type': 'user'}]"
P0002444 - Airbus Defence - FTW - Phase 2,1206326590725510,Airbus,2024-02-15T16:03:42.128Z,"[{'gid': '1205398415667975', 'resource_type': 'user'}]"
Passwordless login,1206341657898884,Gravity - Group IT,2024-01-12T22:51:57.140Z,"[{'gid': '1202599831317395', 'resource_type': 'user'}]"
P0002885 Born2Bond A3 Tabletop Banner,1206346486387915,Bostik,2024-01-18T16:02:38.218Z,"[{'gid': '1206231603739123', 'resource_type': 'user'}]"
Sage quarterly reporting - 2024 [21019],1206348811023818,SAGE,2024-02-06T11:41:37.814Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1205967543032746', 'resource_type': 'user'}, {'gid': '1206139908588160', 'resource_type': 'user'}, {'gid': '1204006079009165', 'resource_type': 'user'}, {'gid': '1206534485975394', 'resource_type': 'user'}]"
Accelshield 700 - The Canmaker Front Cover ,1206344440390242,AkzoNobel Packaging Metal Coating,2024-02-06T09:19:30.984Z,"[{'gid': '1205398415667975', 'resource_type': 'user'}, {'gid': '1206344440390259', 'resource_type': 'user'}]"
ECA | Scoot ,1206351577179806,Embraer Commercial,2024-02-02T16:47:28.139Z,"[{'gid': '1205918523248784', 'resource_type': 'user'}]"
EMB (2023 carryover project from ECA boosting & social media) - 2024 [24819],1206352425177445,Embraer Corporate,2024-02-15T11:37:05.977Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1204225687186206', 'resource_type': 'user'}, {'gid': '1204225302534205', 'resource_type': 'user'}, {'gid': '1205221682239215', 'resource_type': 'user'}, {'gid': '1206112361775375', 'resource_type': 'user'}, {'gid': '1205474763211094', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1206171172309278', 'resource_type': 'user'}, {'gid': '1205968537165480', 'resource_type': 'user'}, {'gid': '1206112361775373', 'resource_type': 'user'}]"
P0002459 LeasePlan Flexible,1206346486387942,LeasePlan UK,2024-02-07T09:42:37.088Z,"[{'gid': '1206231603739123', 'resource_type': 'user'}]"
P0002778 - Believ - Charge point stickers,1206344440390304,Believ,2024-01-22T18:00:41.479Z,"[{'gid': '1205398415667975', 'resource_type': 'user'}]"
Alto Shaam (International expansion - SEO and PPC) - Feb to Apr '24 [24813],1206363001241510,Alto-Shaam,2024-02-15T16:17:36.188Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1205878314961974', 'resource_type': 'user'}, {'gid': '1206171172309278', 'resource_type': 'user'}, {'gid': '1204117586966205', 'resource_type': 'user'}, {'gid': '1204166501186693', 'resource_type': 'user'}, {'gid': '1204587089084513', 'resource_type': 'user'}, {'gid': '1204006079009165', 'resource_type': 'user'}, {'gid': '1206139908588160', 'resource_type': 'user'}, {'gid': '1205967543032746', 'resource_type': 'user'}, {'gid': '1205984760987237', 'resource_type': 'user'}, {'gid': '1206139961783919', 'resource_type': 'user'}, {'gid': '1206119707927893', 'resource_type': 'user'}, {'gid': '1206534485975394', 'resource_type': 'user'}, {'gid': '1205984760264410', 'resource_type': 'user'}, {'gid': '1206599124171777', 'resource_type': 'user'}]"
Ceridian proposal - Jan '24 [],1206360606109275,NB - Dayforce Global Media RFP (Nov '23),2024-02-16T14:11:39.952Z,"[{'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1205648031715191', 'resource_type': 'user'}, {'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1203501724785504', 'resource_type': 'user'}]"
